"n","warm_laplace_quadra_over_rtmb","gradient_quadra_over_rtmb","peak_rss_quadra_over_rtmb","optimization_quadra_over_rtmb"
30,0.287628623376625,0.19265880952381,0.00664322000781555,0.8413955
100,1.7178645,0.619363611111111,0.0147332768839966,10.9163056666667
300,4.44824753333333,1.0879888,0.0233908427339084,6.9918855
1000,10.1270958,2.41946901960784,0.0763296792529436,15.2736583
