"engine","parameterization","objective","gradient","structure","backend","state0","state1","state2","state3"
"quadra","centered",4.17136656947898,-0.47236761287214,"tridiagonal","tridiagonal",-0.0555808715426449,0.461111238352997,0.751569092823876,0.398372437429973
"quadra","centered_manual",4.17136656947898,-0.47236761287214,"tridiagonal","tridiagonal",-0.0555808715426449,0.461111238352997,0.751569092823876,0.398372437429973
"quadra","scaled_innovations",4.17136656947898,-0.472367612872141,"dense","dense_ldlt",-0.0555808715426449,0.461111238352997,0.751569092823876,0.398372437429973
"quadra","standard_innovations",4.17136656947898,-0.472367612872141,"dense","dense_ldlt",-0.0555808715426449,0.461111238352997,0.751569092823876,0.398372437429972
"rtmb","centered",4.17136656947898,-0.472367612872141,"tridiagonal","rtmb_sparse_ad",-0.0555808715426449,0.461111238352997,0.751569092823876,0.398372437429973
"rtmb","centered_manual",4.17136656947898,-0.472367612872141,"tridiagonal","rtmb_sparse_ad",-0.0555808715426449,0.461111238352997,0.751569092823876,0.398372437429973
"rtmb","scaled_innovations",4.17136656947898,-0.472367612872141,"dense","rtmb_sparse_ad",-0.0555808715426449,0.461111238352997,0.751569092823875,0.398372437429973
"rtmb","standard_innovations",4.17136656947897,-0.472367612872141,"dense","rtmb_sparse_ad",-0.0555808715426449,0.461111238352997,0.751569092823876,0.398372437429973
