"engine","parameterization","objective","gradient","structure","backend","state0","state1","state2","state3"
"quadra","innovation_good",5.0511811613296,-0.655796536381041,"tridiagonal","tridiagonal",0.43065856638939,0.652897173713832,-0.0478086072981184,0.632548823626263
"quadra","inverse_filter_bad",5.0511811613296,-0.655796536381041,"dense","dense_ldlt",0.43065856638939,0.652897173713833,-0.0478086072981184,0.632548823626263
"rtmb","innovation_good",5.0511811613296,-0.655796536381041,"tridiagonal","rtmb_sparse_ad",0.43065856638939,0.652897173713832,-0.0478086072981184,0.632548823626263
"rtmb","inverse_filter_bad",5.0511811613296,-0.655796536381041,"dense","rtmb_sparse_ad",0.43065856638939,0.652897173713833,-0.0478086072981184,0.632548823626263
